Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
1993-01-29,24.175373077392578,24.192567510591296,24.072206478200293,24.192567510591296,1003200
1993-02-01,24.347339630126953,24.347339630126957,24.192589590104962,24.192589590104962,480500
1993-02-02,24.398900985717773,24.416095419111517,24.27853995196159,24.330123252142812,201300
1993-02-03,24.656824111938477,24.674018549952383,24.41610197974382,24.433296417757724,529400
1993-02-04,24.759986877441406,24.81157018343608,24.467681476804948,24.742792442109852,531500
1993-02-05,24.742799758911133,24.79438308015973,24.605244235581534,24.74279975891113,492100
1993-02-08,24.742799758911133,24.82877196099213,24.70841087807873,24.74279975891113,596100
1993-02-09,24.570858001708984,24.656830213051563,24.51927467490344,24.656830213051563,122100
1993-02-10,24.605239868164062,24.62243430552826,24.502073243978888,24.570850993435673,379600
1993-02-11,24.725603103637695,24.828769736893488,24.63963090925787,24.63963090925787,19500
1993-02-12,24.536466598510742,24.691216563042346,24.536466598510746,24.691216563042346,42500
1993-02-16,23.917469024658203,24.467691173320365,23.883080140366822,24.467691173320365,374800
1993-02-17,23.90028190612793,23.95186524837137,23.814309669055525,23.91747635354241,210900
1993-02-18,23.88306999206543,24.17537538433693,23.556375730114933,24.17537538433693,378100
1993-02-19,23.96904182434082,23.96904182434082,23.84868078218129,23.883069651369727,34900
1993-02-22,24.055017471313477,24.089406345468323,23.96904528592637,24.037823034236055,513600
1993-02-23,24.037824630737305,24.140991260053774,23.917463563201423,24.12379682183436,373700
1993-02-24,24.347339630126953,24.347339630126957,24.055033998974302,24.055033998974302,26300
1993-02-25,24.398900985717773,24.416095419111517,24.27853995196159,24.330123252142812,44500
1993-02-26,24.433317184448242,24.450511637076286,24.312956016051945,24.450511637076286,66200
1993-03-01,24.364526748657227,24.519276742120823,24.330137861220873,24.519276742120823,66500
1993-03-02,24.725603103637695,24.725603103637695,24.347325448366465,24.381714326118395,182400
1993-03-03,24.828773498535156,24.845967940016134,24.725606849649274,24.759995732611234,280100
1993-03-04,24.69121742248535,24.863161833505444,24.69121742248535,24.863161833505444,89500
1993-03-05,24.6224365234375,24.82876979039368,24.605242084524484,24.72560315691559,40000
1993-03-08,25.172664642333984,25.172664642333984,24.674025793544583,24.674025793544583,50800
1993-03-09,25.086688995361328,25.138272317490244,25.035105673232415,25.121077876780607,169300
1993-03-10,25.13826560974121,25.13826560974121,24.983515684647045,25.086682301376488,194400
1993-03-11,25.069496154785156,25.22424613104926,25.035107271170908,25.15546836382077,70900
1993-03-12,24.811573028564453,24.880350777777384,24.656823092835364,24.863156340474152,643600
1993-03-15,24.931949615478516,24.931949615478512,24.794394031393114,24.794394031393114,310800
1993-03-16,24.931949615478516,25.000727407521214,24.931949615478512,24.931949615478512,30800
1993-03-17,24.77717399597168,24.897535007749475,24.74278513546374,24.897535007749475,21800
1993-03-18,24.931949615478516,25.035116303542562,24.88036627144649,24.88036627144649,59300
1993-03-19,24.894193649291992,25.03239874935746,24.894193649291992,25.03239874935746,66900
1993-03-22,24.75599479675293,24.80782172235674,24.635065303677372,24.65234094554531,183400
1993-03-23,24.80782699584961,24.842378286930177,24.773275704769038,24.825102641389893,55200
1993-03-24,24.80782699584961,24.91148086909132,24.652346185987042,24.773275704769038,37200
1993-03-25,24.963321685791016,25.015148651228643,24.790565134332255,24.825116444624005,110100
1993-03-26,24.825103759765625,24.963308930314078,24.80782811344707,24.94603328399552,101500
1993-03-29,24.928754806518555,25.049684317014485,24.842376584735746,24.842376584735746,87100
1993-03-30,24.997859954833984,24.997859954833984,24.92875737030093,24.963308662567457,56000
1993-03-31,24.9805908203125,25.136071676040586,24.9805908203125,25.06696907349477,111600
1993-04-01,24.894193649291992,25.015123111849274,24.842366736767442,25.015123111849274,129500
1993-04-02,24.375930786132812,24.686892341164985,24.375930786132812,24.686892341164985,59400
1993-04-05,24.496864318847656,24.565966898026353,24.427761739668963,24.565966898026353,172200
1993-04-06,24.427772521972656,24.548702088913114,24.35866991229239,24.548702088913114,129700
1993-04-07,24.514135360717773,24.51413536071777,24.41048151141241,24.46230843606509,28000
1993-04-08,24.479602813720703,24.617808051906845,24.375948885081094,24.617808051906845,180800
1993-04-12,24.825103759765625,24.84237940608418,24.686898589217172,24.721449881854287,348500
1993-04-13,24.876935958862305,24.963314208719467,24.790557709005146,24.807833358976577,146100
1993-04-14,24.842374801635742,24.911477374102045,24.825099158519166,24.89420173098547,119600
1993-04-15,24.842374801635742,24.89420173098547,24.73872094293629,24.825099158519166,148600
1993-04-16,24.842374801635742,24.89420173098547,24.807823515402593,24.85965044475232,47900
1993-04-19,24.73872184753418,24.91147828501696,24.721446203785902,24.84237571002385,157000
1993-04-20,24.617786407470703,24.738715884560033,24.462305651212993,24.70416460539165,279500
1993-04-21,24.600509643554688,24.669612198733212,24.531407088376163,24.669612198733212,67900
1993-04-22,24.28955841064453,24.70417391694287,24.28955841064453,24.4968661637937,97700
1993-04-23,24.18592071533203,24.30685031890869,24.151369400024414,24.237747688293457,106000
1993-04-26,23.995864868164062,24.289550759279102,23.92676230554876,24.20317255600997,62600
1993-04-27,24.255001068115234,24.255001068115234,23.961315157746316,23.961315157746316,156800
1993-04-28,24.20317840576172,24.27228098507867,24.168627116103245,24.22045405059096,85900
1993-04-29,24.306833267211914,24.30683326721191,24.11680116633108,24.255006330608047,85000
1993-04-30,24.34139060974121,24.479595808377073,24.34139060974121,24.393217559229658,88500
1993-05-03,24.496864318847656,24.49686431884766,24.272280936516896,24.375934805284942,80500
1993-05-04,24.583251953125,24.66963021016339,24.514149347494293,24.548700650309648,149100
1993-05-05,24.652353286743164,24.738731539324604,24.58325068467801,24.58325068467801,109000
1993-05-06,24.565969467163086,24.635072053568607,24.548693820561706,24.617796406967226,54700
1993-05-07,24.514135360717773,24.583237926921345,24.479584077615986,24.583237926921345,68000
1993-05-10,24.565969467163086,24.70417463997413,24.548693820561706,24.548693820561706,113900
1993-05-11,24.669641494750977,24.669641494750977,24.49688490165048,24.565987538890678,42600
1993-05-12,24.635068893432617,24.65234453781791,24.56596631589143,24.56596631589143,31000
1993-05-13,24.34139060974121,24.53142275786552,24.32411495991173,24.53142275786552,129100
1993-05-14,24.324098587036133,24.410476778041232,24.306822948835112,24.341374225237153,63500
1993-05-17,24.410478591918945,24.41047859191895,24.289549115525862,24.393202952434223,34000
1993-05-18,24.39320945739746,24.445036389672385,24.306831236939253,24.42776074558074,105200
1993-05-19,24.894193649291992,24.894193649291992,24.23771942398103,24.393200161554677,50200
1993-05-20,24.963321685791016,24.963321685791016,24.84239209976988,24.894219065207512,98200
1993-05-21,24.73872184753418,25.015132147506627,24.721446203785902,24.980580860010072,221400
1993-05-24,24.842374801635742,24.92875301721862,24.790547872286016,24.790547872286016,30500
1993-05-25,24.894193649291992,24.946020561816542,24.894193649291992,24.946020561816542,191800
1993-05-26,25.20517349243164,25.222449142529268,24.9460387409673,24.963314391064923,102400
1993-05-27,25.1187744140625,25.239703864474084,25.084223142516336,25.239703864474084,53800
1993-05-28,24.997859954833984,25.101513831633575,24.876930431901133,25.101513831633575,79100
1993-06-01,25.239715576171875,25.32609379511839,25.04968349448954,25.084234782068144,28300
1993-06-02,25.20517349243164,25.291551742919758,25.06696829165066,25.170622192236397,20300
1993-06-03,25.1187744140625,25.153325685608667,25.066947506743254,25.153325685608667,21600
1993-06-04,25.03240966796875,25.04968531301221,24.92875579770801,25.04968531301221,32000
1993-06-07,24.946035385131836,25.084240567320933,24.94603538513184,25.084240567320933,121400
1993-06-08,24.721450805664062,24.876931628341197,24.721450805664062,24.876931628341197,104500
1993-06-09,24.80782699584961,24.91148086909132,24.773275704769038,24.80782699584961,43300
1993-06-10,24.825103759765625,24.84237940608418,24.738725528172843,24.79055246712851,17900
1993-06-11,24.928754806518555,24.963306095231676,24.825100940379183,24.911479162161992,647400
1993-06-14,24.894193649291992,24.980571836832908,24.894193649291992,24.963296199324724,64200
1993-06-15,24.842374801635742,24.946028660335198,24.842374801635742,24.92875301721862,142400
1993-06-16,24.894193649291992,24.894193649291992,24.77326418673471,24.842366736767442,330900
1993-06-17,24.9805908203125,24.9805908203125,24.89421256713023,24.94603951903959,37400
1993-06-18,24.774866104125977,24.9662449855483,24.774866104125977,24.9662449855483,58500
1993-06-21,24.827056884765625,24.84445496247044,24.792260729356006,24.84445496247044,29300
1993-06-22,24.844459533691406,24.86185761459735,24.809663371879513,24.86185761459735,137500
1993-06-23,24.618282318115234,24.844457350013116,24.618282318115234,24.844457350013116,227600
1993-06-24,24.9488582611084,24.9488582611084,24.687886940385507,24.687886940385507,243700
1993-06-25,24.93144989013672,25.001042213626285,24.91405180926433,24.93144989013672,44800
1993-06-28,25.209823608398438,25.209823608398438,25.01844468521529,25.053240853066768,439900
1993-06-29,25.088031768798828,25.175022170216298,25.053235608231837,25.175022170216298,207500
1993-06-30,25.088031768798828,25.175022170216298,25.053235608231837,25.122827929365815,437600
1993-07-01,25.018447875976562,25.122836392844334,24.983651703687304,25.122836392844334,605700
1993-07-02,24.879249572753906,24.94884187925112,24.79225918963239,24.931443802626816,285400
1993-07-06,24.618282318115234,24.914049667520153,24.583486159361716,24.844457350013116,246400
1993-07-07,24.6878662109375,24.7226623578169,24.600875843738987,24.600875843738987,343700
1993-07-08,24.96624755859375,25.018441804360844,24.670480165913546,24.705276329758274,248200
1993-07-09,25.035846710205078,25.035846710205075,24.914060103553627,24.966254363547105,378200
1993-07-12,25.018447875976562,25.03584596212119,24.966253617542673,25.00104978983193,373700
1993-07-13,25.001047134399414,25.10543564017979,24.861862460025584,25.03584330299287,389600
1993-07-14,25.088031768798828,25.157624089932803,25.001041367381355,25.01843944766485,617300
1993-07-15,24.983644485473633,25.070634891063726,24.93145024211958,25.070634891063726,443800
1993-07-16,24.914039611816406,25.01842804594413,24.879243467107166,25.00102997358951,216400
1993-07-19,24.896656036376953,24.914054118862193,24.827063706436,24.914054118862193,188200
1993-07-20,24.96624755859375,24.96624755859375,24.75747057552537,24.879257148981925,68500
1993-07-21,24.9488582611084,24.9488582611084,24.861867820867435,24.931460173060206,142700
1993-07-22,24.774866104125977,24.948846905418996,24.774866104125977,24.914050745160395,632400
1993-07-23,24.896656036376953,24.896656036376957,24.80966562395076,24.827063706436,286200
1993-07-26,25.035846710205078,25.088040970198556,24.966254363547105,24.966254363547105,121300
1993-07-27,25.018447875976562,25.07064213441045,24.931457445253418,25.05324404826582,92800
1993-07-28,24.96624755859375,25.018441804360844,24.93145139474902,24.96624755859375,30800
1993-07-29,25.10542869567871,25.175021013615453,24.98364213928942,25.018438298257788,331000
