Price,Close,High,Low,Open,Volume
Ticker,TLT,TLT,TLT,TLT,TLT
Date,,,,,
2002-07-30,36.387657165527344,36.55727796982584,36.387657165527344,36.49032256841818,6100
2002-07-31,36.83847427368164,36.95899463708835,36.55726576821938,36.57958195757808,29400
2002-08-01,37.04829788208008,37.05722368435678,36.8429703747665,36.8429703747665,25000
2002-08-02,37.42770004272461,37.53929127922975,36.99472550020559,37.11971054570654,52800
2002-08-05,37.592864990234375,37.691065845942106,37.42770869604455,37.51251914515487,61100
2002-08-06,37.271446228027344,37.449992759319855,37.14646467777014,37.43660236543399,64900
2002-08-07,37.3607292175293,37.55713080256873,37.20896683308455,37.31609342242748,40300
2002-08-08,37.3607292175293,37.391974614649854,37.20896683308455,37.307167625604265,40900
2002-08-09,37.88743591308594,37.88743591308594,37.49463618851688,37.49463618851688,35900
2002-08-12,38.11954116821289,38.699813160435845,38.00348540757151,38.07490538504066,32100
2002-08-13,38.58822250366211,38.597151703708334,38.106151271418135,38.28915900646168,75400
2002-08-14,38.735530853271484,39.23546057851051,38.7221404562058,39.03905900690006,130000
2002-08-15,38.39629364013672,38.61055021489048,38.320412451252295,38.55698521982886,87100
2002-08-16,37.96778869628906,38.619480893879924,37.86066209811481,38.58377429815061,85000
2002-08-19,38.08384704589844,38.09277284405474,37.81156422797031,37.96333004057465,47300
2002-08-20,38.50790023803711,38.51682944353421,38.208836558271834,38.21776576376893,40800
2002-08-21,38.30255889892578,38.432005087758775,38.22221310604643,38.24453270620458,40000
2002-08-22,37.96778869628906,38.18650989965682,37.96778869628906,38.18650989965682,34400
2002-08-23,38.34274673461914,38.36506293698834,38.03028925200417,38.03028925200417,20100
2002-08-26,38.378448486328125,38.4811104872214,38.24007307724246,38.253463476881294,23900
2002-08-27,38.13738250732422,38.24450902967885,38.03025257947884,38.11952751934999,301800
2002-08-28,38.329322814941406,38.467694727310494,38.31592901863929,38.40520396653148,18100
2002-08-29,38.637359619140625,38.771270503204136,38.543623362494266,38.726634677014715,135700
2002-08-30,38.86946105957031,38.89177726400123,38.58824895868716,38.72215980725002,78100
2002-09-03,39.46702575683594,39.46702575683594,39.00080878167219,39.03667241517964,102100
2002-09-04,39.45803451538086,39.58355715750815,39.37734309837017,39.462518321920975,66300
2002-09-05,39.673221588134766,39.74046502061784,39.17114116842326,39.70460140060779,648400
2002-09-06,39.20699691772461,39.53424639937142,39.09044188616162,39.43562317421368,140000
2002-09-09,39.14872360229492,39.37286606640497,39.11734379412522,39.22493121925812,83800
2002-09-10,39.33698272705078,39.449053902911324,39.00076919946915,39.07697677822051,336000
2002-09-11,39.13078689575195,39.13527070211273,38.88871265440259,39.00078387242681,177700
2002-09-12,39.43564224243164,39.511849891395705,39.211499684200376,39.215983493005325,43400
2002-09-13,39.79874801635742,39.87047526931465,39.52977765805513,39.597021102666616,155100
2002-09-16,39.865970611572266,39.99597362445957,39.852522613711834,39.98700601245803,73000
2002-09-17,39.942195892333984,40.04081914715288,39.6104659244241,39.73598518686873,75400
2002-09-18,39.95115661621094,40.148399671678355,39.90632538437749,39.96908842491576,196600
2002-09-19,40.220123291015625,40.24253548477486,40.01391263966116,40.21115567739793,109900
2002-09-20,40.031864166259766,40.13048402363658,39.92427327070368,40.0991042008021,113500
2002-09-23,40.390445709228516,40.45320528572889,40.242510955988884,40.34561792889116,163200
2002-09-24,40.65046310424805,40.767018102155994,40.439768715001854,40.48011612279903,251900
2002-09-25,40.15735626220703,40.5070178856058,40.01390525209108,40.39046287109226,127200
2002-09-26,40.0632438659668,40.134967709306245,39.72254620470795,39.91979275914373,429000
2002-09-27,40.363555908203125,40.363555908203125,40.11251756374595,40.134929747277674,298200
2002-09-30,40.52497482299805,40.74911737907642,40.38152372391365,40.64152990979912,297800
2002-10-01,40.022335052490234,40.184332631207226,39.95933637556367,40.121333954280665,257500
2002-10-02,40.2518310546875,40.26533371465856,39.977335332509504,40.15733303391369,91000
2002-10-03,40.1528205871582,40.278817901141906,39.959323731206275,40.18431991565413,29900
2002-10-04,40.27880096435547,40.37329891010792,39.77930937025833,39.77930937025833,131000
2002-10-07,40.3463134765625,40.48130911405786,40.256312951729946,40.45431067319258,433800
2002-10-08,40.359806060791016,40.73329701963527,40.21130779411102,40.2743064345507,530900
2002-10-09,40.56679916381836,40.670295451446655,40.47679866026314,40.63429868319273,402900
2002-10-10,40.247310638427734,40.575803080388894,40.175310225677066,40.575803080388894,97100
2002-10-11,39.77032470703125,40.148320085763096,39.626327284935634,40.09431976503873,421800
2002-10-14,39.711795806884766,39.84679478629381,39.63079710587267,39.82429381200342,18300
2002-10-15,38.77134323120117,39.28433424490579,38.76684234633169,39.149335164175426,297100
2002-10-16,38.789329528808594,38.9693271105795,38.649833033691095,38.9693271105795,125200
2002-10-17,38.31685256958008,38.501347663627406,38.280852354537366,38.31235168440737,233400
2002-10-18,38.41584014892578,38.424838483455936,37.925346804404974,38.25834011271613,459100
2002-10-21,38.0423469543457,38.519337662390235,38.024346851548174,38.4743391219807,134900
2002-10-22,37.93435287475586,38.1818465838441,37.89835266621504,38.1818465838441,205000
2002-10-23,37.947872161865234,38.33936347897227,37.88037259344899,38.13686820689419,127800
2002-10-24,38.280853271484375,38.361852040685925,37.83536175746066,37.871361973365694,339600
2002-10-25,38.420310974121094,38.501309661433815,38.31681474948967,38.406811765096656,146100
2002-10-28,38.36635971069336,38.537355616726934,38.33935782740478,38.50135539445561,97800
2002-10-29,38.86581039428711,39.09980472440636,38.59581244693175,38.61831342026687,125000
2002-10-30,38.852333068847656,39.00533223426336,38.73083665989677,38.865835721547754,31900
2002-10-31,39.02785873413086,39.08635653472867,38.70836097491766,38.72186363644423,512700
2002-11-01,38.86466979980469,39.294087295300486,38.534693778494315,39.00931601973739,125100
2002-11-04,38.6928825378418,38.76068617715009,38.534676345213356,38.638642385304244,342500
2002-11-05,38.543704986572266,38.69287226371482,38.4623413307341,38.69287226371482,73800
2002-11-06,38.69743347167969,38.932482360327,38.38102084299311,38.444303368730424,118500
2002-11-07,39.65568923950195,39.65568923950195,39.25790970198072,39.34831570988854,147900
2002-11-08,39.97663116455078,40.07155490621869,39.755138985355046,39.95854995918966,294700
2002-11-11,40.1935920715332,40.1935920715332,39.958543338060814,40.026346984770626,70000
2002-11-12,39.963069915771484,40.29756358325696,39.94498871095644,40.29756358325696,494300
2002-11-13,40.0489501953125,40.089633767155185,39.75965782372688,39.981146541332755,104700
2002-11-14,39.21724319458008,39.619540585629764,39.21724319458008,39.619540585629764,118000
2002-11-15,39.37544250488281,39.42968611888076,38.991226389482904,39.11779137350761,110700
2002-11-18,39.551700592041016,39.61046187712645,39.30760968312256,39.33472974567974,32200
2002-11-19,39.69639205932617,39.88172189505165,39.55626697772592,39.75515341159499,51800
2002-11-20,39.307647705078125,39.87719371013824,39.239844034464646,39.86815138144954,307400
2002-11-21,38.92796325683594,39.09972961362858,38.81043709237839,39.09972961362858,323200
2002-11-22,38.891754150390625,39.04996026921545,38.81942938256514,39.02284020559826,184800
2002-11-25,38.819435119628906,39.04544487953306,38.78327617900703,38.87367870351459,288200
2002-11-26,39.307647705078125,39.33476779386834,38.94151271185845,38.96411163630431,377800
2002-11-27,38.42168045043945,39.02286757221925,38.40359924580279,38.98670516294592,325600
2002-11-29,38.670284271240234,38.706443223991855,38.48495455060391,38.493996875269126,31700
2002-12-02,38.7061767578125,38.77883196877814,38.21122612457586,38.3065834906749,284900
2002-12-03,38.76063919067383,38.9150262019777,38.65165992008353,38.9150262019777,113800
2002-12-04,38.96045684814453,39.051272374888164,38.846935707519854,39.005864611516344,129000
2002-12-05,39.06037139892578,39.17843441220183,38.7152694591834,38.72434963048528,206400
2002-12-06,39.128475189208984,39.54623225422733,38.94230227596018,39.50536629682799,440500
